company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,delay_minutes,difficulty_score,difficulty_quartile,transfer_bags,ssr_count,load_factor,ground_time_ratio
G7,4395,2025-08-04,ORD,TVC,-10.0,9.15951357385462,Q1 (Easy),28,29,100.0,2.2413793103448274
YX,3402,2025-08-07,ORD,YOW,-1.0,15.2938492803411,Q2 (Moderate),39,27,96.05263157894737,1.6666666666666667
UA,2677,2025-08-02,ORD,IAD,3.0,36.64981909444308,Q4 (Very Hard),105,104,100.0,2.0163934426229506
UA,1775,2025-08-06,ORD,FLL,-6.0,34.29354840720061,Q4 (Very Hard),18,69,93.85474860335195,1.1964285714285714
UA,1304,2025-08-03,ORD,LAS,-6.0,28.20228106978017,Q3 (Hard),57,73,100.0,1.375
UA,561,2025-08-14,ORD,MCI,-2.0,39.777564176399075,Q4 (Very Hard),71,75,78.2122905027933,1.1964285714285714
UA,1381,2025-08-03,ORD,DCA,-5.0,15.716951127308517,Q2 (Moderate),17,21,77.0,11.32258064516129
OO,5382,2025-08-05,ORD,FWA,1.0,14.803027967717833,Q2 (Moderate),35,21,80.0,2.2758620689655173
OO,5763,2025-08-08,ORD,TUL,-3.0,24.097364027773143,Q3 (Hard),35,49,94.73684210526315,1.3823529411764706
OO,5289,2025-08-07,ORD,CRW,-9.0,10.456396222157446,Q1 (Easy),12,22,88.0,1.9310344827586208
G7,4613,2025-08-01,ORD,STL,-5.0,6.38989190907109,Q1 (Easy),29,13,100.0,2.3448275862068964
UA,2200,2025-08-12,ORD,SEA,96.0,48.51897748275098,Q4 (Very Hard),69,80,46.3855421686747,1.2352941176470589
OO,5534,2025-08-07,ORD,ICT,-2.0,8.6397476756412,Q1 (Easy),26,23,100.0,1.896551724137931
OO,5729,2025-08-12,ORD,FNT,0.0,18.336255654795167,Q2 (Moderate),26,76,90.0,3.586206896551724
G7,4611,2025-08-05,ORD,MDT,3.0,8.61838328116114,Q1 (Easy),2,10,80.0,25.517241379310345
G7,4613,2025-08-03,ORD,STL,43.0,12.24020910171546,Q1 (Easy),59,13,100.0,2.4827586206896552
G7,4468,2025-08-07,ORD,LEX,6.0,9.391303450436833,Q1 (Easy),16,14,90.0,1.896551724137931
OO,5121,2025-08-15,ORD,FOD,-10.0,29.795420291834606,Q3 (Hard),3,19,16.0,2.9310344827586206
YX,3571,2025-08-15,ORD,IND,-1.0,18.40999157314875,Q2 (Moderate),26,27,76.31578947368422,1.7647058823529411
OO,5135,2025-08-03,ORD,MCW,98.0,24.373369883181596,Q3 (Hard),9,22,52.0,1.6206896551724137
OO,5362,2025-08-04,ORD,MKE,-4.0,11.622972018180652,Q1 (Easy),27,32,90.0,6.344827586206897
OO,5382,2025-08-02,ORD,FWA,-6.0,13.895798914135938,Q2 (Moderate),31,21,82.0,2.0689655172413794
OO,5118,2025-08-05,ORD,PLN,-5.0,20.688981023423704,Q2 (Moderate),23,43,68.0,1.9655172413793103
OO,4712,2025-08-10,ORD,ELP,28.0,16.723019977315012,Q2 (Moderate),28,22,87.14285714285714,1.6176470588235294
OO,5868,2025-08-14,ORD,YWG,3.0,25.043005082229904,Q3 (Hard),52,30,81.57894736842105,1.5
UA,118,2025-08-01,ORD,EDI,82.0,33.51196411548538,Q4 (Very Hard),68,69,98.86363636363636,1.2
UA,2138,2025-08-05,ORD,LGA,40.0,37.496310155922274,Q4 (Very Hard),44,72,95.18072289156626,0.058823529411764705
UA,1761,2025-08-14,ORD,FAT,11.0,41.812585372642054,Q4 (Very Hard),55,107,69.84126984126983,1.441860465116279
OO,5038,2025-08-08,ORD,PLN,-4.0,9.688823310980432,Q1 (Easy),12,41,94.0,2.9310344827586206
UA,1129,2025-08-13,ORD,BOS,102.0,19.88434682116366,Q2 (Moderate),25,23,95.53072625698324,1.2857142857142858
UA,2497,2025-08-04,ORD,DTW,5.0,28.513414364948424,Q3 (Hard),44,77,89.68253968253968,1.3953488372093024
G7,4613,2025-08-07,ORD,STL,-8.0,8.563451728032929,Q1 (Easy),18,13,88.0,2.3448275862068964
OO,5020,2025-08-15,ORD,FOD,-10.0,30.567752903915952,Q3 (Hard),7,26,46.0,1.3793103448275863
UA,1842,2025-08-02,ORD,SAN,-3.0,35.37834533368202,Q4 (Very Hard),68,61,99.5,1.3709677419354838
OO,5362,2025-08-02,ORD,MKE,50.0,12.568834845389695,Q1 (Easy),46,32,96.0,15.310344827586206
UA,2104,2025-08-02,ORD,BOS,-3.0,10.789017842839758,Q1 (Easy),9,21,88.66666666666667,15.478260869565217
OO,5230,2025-08-02,ORD,CRW,-7.0,14.297596710108923,Q2 (Moderate),48,37,100.0,4.482758620689655
UA,1324,2025-08-11,ORD,SFO,-2.0,33.019278995155425,Q4 (Very Hard),76,78,100.0,1.3548387096774193
YX,3605,2025-08-09,ORD,HHH,-2.0,11.054372631242206,Q1 (Easy),5,19,93.42105263157895,4.0
OO,5020,2025-08-08,ORD,FOD,-10.0,29.116054517984846,Q3 (Hard),4,26,46.0,1.3793103448275863
UA,2329,2025-08-14,ORD,DTW,-2.0,24.913581016073877,Q3 (Hard),45,94,90.47619047619048,3.3488372093023258
UA,767,2025-08-09,ORD,DEN,31.0,33.0976784682237,Q4 (Very Hard),93,44,100.0,1.3035714285714286
UA,2628,2025-08-08,ORD,BNA,35.0,35.818666044922544,Q4 (Very Hard),34,49,43.97590361445783,1.5686274509803921
G7,4568,2025-08-13,ORD,SCE,3.0,10.360010541042804,Q1 (Easy),38,15,100.0,2.793103448275862
OO,5447,2025-08-03,ORD,PVD,-3.0,5.428168787881886,Q1 (Easy),17,19,100.0,2.088235294117647
UA,1761,2025-08-10,ORD,FAT,39.0,24.065653365494565,Q3 (Hard),35,107,92.06349206349206,4.1395348837209305
UA,970,2025-08-10,ORD,FCO,0.0,35.572313065955534,Q4 (Very Hard),49,59,48.742138364779876,10.32258064516129
UA,468,2025-08-01,ORD,IAH,2.0,22.4751171446894,Q3 (Hard),17,114,100.0,6.910714285714286
OO,5795,2025-08-03,ORD,TUL,-1.0,11.287316992173878,Q1 (Easy),39,27,98.68421052631578,2.0294117647058822
UA,1448,2025-08-02,ORD,BUF,-2.0,30.653792106715994,Q3 (Hard),76,78,99.20634920634922,1.697674418604651
UA,1129,2025-08-15,ORD,BOS,-5.0,23.18706044039481,Q3 (Hard),37,23,93.29608938547486,1.1964285714285714
UA,953,2025-08-15,ORD,MUC,3.0,35.90655111412576,Q4 (Very Hard),131,89,97.53086419753086,11.2
G7,4474,2025-08-02,ORD,AVL,-11.0,7.753369823668567,Q1 (Easy),22,14,96.0,40.689655172413794
YX,3421,2025-08-14,ORD,ROC,-2.0,14.155508315512211,Q2 (Moderate),33,18,82.89473684210526,22.470588235294116
UA,767,2025-08-02,ORD,DEN,6.0,41.099969866999075,Q4 (Very Hard),78,44,87.0,1.1612903225806452
YX,3493,2025-08-14,ORD,DTW,-1.0,15.331932656104064,Q2 (Moderate),41,22,96.05263157894737,1.7647058823529411
G7,4584,2025-08-01,ORD,TUL,72.0,8.689698618919838,Q1 (Easy),27,22,100.0,3.0
OO,5020,2025-08-14,ORD,FOD,80.0,20.45663747232899,Q2 (Moderate),17,26,56.00000000000001,5.9655172413793105
OO,5136,2025-08-11,ORD,DEC,-8.0,30.639759767026693,Q3 (Hard),2,17,12.0,33.96551724137931
UA,1941,2025-08-07,ORD,CVG,0.0,20.954064698295134,Q2 (Moderate),30,45,88.88888888888889,1.6511627906976745
G7,4600,2025-08-04,ORD,XNA,-2.0,11.836174437179002,Q1 (Easy),16,19,94.0,1.6551724137931034
UA,1634,2025-08-14,ORD,IAD,-4.0,35.823351344900004,Q4 (Very Hard),65,101,93.29608938547486,1.375
UA,2665,2025-08-12,ORD,IAH,152.0,41.58316316468487,Q4 (Very Hard),60,96,80.44692737430168,1.2857142857142858
UA,2147,2025-08-04,ORD,ALB,2.0,19.727709348673383,Q2 (Moderate),57,40,83.33333333333334,4.3023255813953485
OO,5841,2025-08-13,ORD,MEM,6.0,27.442713416987186,Q3 (Hard),14,34,80.0,0.8823529411764706
OO,5493,2025-08-07,ORD,ATW,-1.0,10.653741448126686,Q1 (Easy),46,18,100.0,3.586206896551724
UA,767,2025-08-15,ORD,DEN,9.0,41.93373619420953,Q4 (Very Hard),39,44,47.5,1.1
UA,2144,2025-08-02,ORD,YYZ,-4.0,23.991057049224466,Q3 (Hard),38,53,99.20634920634922,1.3846153846153846
UA,2627,2025-08-08,ORD,MSP,2.0,46.552559027659,Q4 (Very Hard),39,68,40.78212290502793,1.0924369747899159
UA,2465,2025-08-04,ORD,ORF,-9.0,30.518762263321754,Q3 (Hard),37,115,97.20670391061452,18.571428571428573
UA,2657,2025-08-04,ORD,IAH,2.0,21.794329670892225,Q3 (Hard),20,88,99.4413407821229,1.6785714285714286
UA,2225,2025-08-01,ORD,PHX,5.0,31.343588826745233,Q4 (Very Hard),25,81,86.59217877094973,1.4107142857142858
UA,1010,2025-08-01,ORD,DCA,37.0,21.037141390638986,Q2 (Moderate),25,24,71.33333333333334,1.7692307692307692
UA,1658,2025-08-13,ORD,EWR,-3.0,22.94044861754334,Q3 (Hard),62,37,74.30167597765363,9.0
OO,5948,2025-08-04,ORD,BNA,47.0,10.8876135329319,Q1 (Easy),29,11,100.0,1.6176470588235294
UA,1616,2025-08-05,ORD,GRR,2.0,41.05308642169302,Q4 (Very Hard),77,85,70.94972067039106,1.5714285714285714
G7,4416,2025-08-08,ORD,STL,-6.0,10.801643727914733,Q1 (Easy),26,29,96.0,2.0689655172413794
YX,3542,2025-08-02,ORD,YUL,-4.0,20.635605834279673,Q2 (Moderate),29,20,96.05263157894737,1.3333333333333333
UA,2378,2025-08-13,ORD,LAX,-2.0,41.24568179306434,Q4 (Very Hard),66,47,55.00000000000001,1.3225806451612903
UA,288,2025-08-01,ORD,SNN,4.0,31.132948748273805,Q3 (Hard),109,64,99.43181818181817,2.8266666666666667
UA,2609,2025-08-04,ORD,SNA,-10.0,8.16862727800192,Q1 (Easy),13,38,100.0,2.0232558139534884
G7,4600,2025-08-15,ORD,XNA,-4.0,14.815713468721164,Q2 (Moderate),15,19,74.0,1.8620689655172413
UA,359,2025-08-08,ORD,MEX,11.0,34.63900237924265,Q4 (Very Hard),23,139,95.33333333333334,1.5
G7,4554,2025-08-12,ORD,GRB,-2.0,9.522804462188708,Q1 (Easy),34,23,98.0,12.517241379310345
OO,5568,2025-08-07,ORD,MLI,-4.0,11.844623455754949,Q1 (Easy),30,28,90.0,3.1724137931034484
OO,5352,2025-08-06,ORD,CAK,1.0,13.749168555747037,Q1 (Easy),21,26,84.0,1.896551724137931
YX,3568,2025-08-10,ORD,YYZ,-7.0,16.11508321713125,Q2 (Moderate),22,26,92.10526315789474,1.619047619047619
UA,1198,2025-08-04,ORD,CUN,2.0,23.55779957994172,Q3 (Hard),12,36,100.0,1.2142857142857142
OO,5262,2025-08-13,ORD,LNK,2.0,16.14665588418621,Q2 (Moderate),24,28,98.0,1.3793103448275863
OO,5100,2025-08-10,ORD,DEC,46.0,28.721837694201092,Q3 (Hard),25,25,54.0,1.4482758620689655
YX,3402,2025-08-05,ORD,YOW,-8.0,19.63067894015315,Q2 (Moderate),40,27,88.1578947368421,1.6666666666666667
OO,5275,2025-08-12,ORD,DLH,109.0,25.02186972792951,Q3 (Hard),25,27,48.0,2.896551724137931
OO,5699,2025-08-06,ORD,SAV,-6.0,15.580496998319552,Q2 (Moderate),23,31,76.31578947368422,2.323529411764706
UA,422,2025-08-09,ORD,ATH,-4.0,50.602391140830136,Q4 (Very Hard),131,143,89.937106918239,2.032258064516129
UA,2011,2025-08-02,ORD,YVR,7.0,37.5615094144454,Q4 (Very Hard),54,87,96.0,1.1166666666666667
UA,2099,2025-08-01,ORD,IAH,30.0,42.00144946406947,Q4 (Very Hard),68,141,100.0,1.1964285714285714
OO,5045,2025-08-11,ORD,RHI,-6.0,23.374892328562456,Q3 (Hard),21,25,72.0,1.4482758620689655
UA,2251,2025-08-15,ORD,PIT,-4.0,18.706522662879646,Q2 (Moderate),49,28,98.4126984126984,1.4651162790697674
UA,2426,2025-08-03,ORD,IAH,21.0,34.79569526490032,Q4 (Very Hard),73,79,100.0,1.2678571428571428
UA,2417,2025-08-05,ORD,SAN,-1.0,40.67900763314069,Q4 (Very Hard),84,110,95.53072625698324,1.4464285714285714
UA,422,2025-08-12,ORD,ATH,33.0,57.71793843064151,Q4 (Very Hard),161,143,90.25157232704403,1.6774193548387097
OO,5601,2025-08-03,ORD,FNT,6.0,12.788145807619342,Q1 (Easy),13,71,98.0,3.793103448275862
UA,1616,2025-08-08,ORD,GRR,5.0,39.56461600199106,Q4 (Very Hard),81,85,79.33333333333333,1.391304347826087
UA,1848,2025-08-02,ORD,ATL,0.0,38.22092373499581,Q4 (Very Hard),43,78,99.4413407821229,0.9821428571428571
G7,4452,2025-08-11,ORD,RIC,-1.0,6.119635180390964,Q1 (Easy),21,22,100.0,2.0
UA,2657,2025-08-02,ORD,IAH,-4.0,27.536124338872376,Q3 (Hard),50,88,96.64804469273743,1.6785714285714286
OO,5836,2025-08-01,ORD,TYS,-12.0,4.963711442347185,Q1 (Easy),18,17,100.0,2.1379310344827585
UA,2232,2025-08-03,ORD,MSP,-4.0,37.6479630885561,Q4 (Very Hard),19,20,25.69832402234637,1.3548387096774193
UA,1693,2025-08-11,ORD,DCA,16.0,20.156159646349572,Q2 (Moderate),36,36,100.0,1.3488372093023255
OO,5668,2025-08-07,ORD,MKE,2.0,18.08482389936951,Q2 (Moderate),24,26,90.0,1.3793103448275863
UA,1491,2025-08-13,ORD,DFW,-3.0,25.994870618537192,Q3 (Hard),29,102,100.0,1.6744186046511629
G7,4456,2025-08-03,ORD,CMH,-3.0,12.959897371350243,Q1 (Easy),31,8,90.0,1.7241379310344827
OO,5729,2025-08-03,ORD,FNT,-5.0,18.324758809636094,Q2 (Moderate),32,76,96.0,3.206896551724138
UA,2418,2025-08-05,ORD,PHL,0.0,15.512284987528163,Q2 (Moderate),29,40,88.55421686746988,43.23529411764706
UA,1677,2025-08-03,ORD,BOS,-2.0,14.664213320739583,Q2 (Moderate),10,33,99.4413407821229,1.4821428571428572
UA,356,2025-08-07,ORD,ATL,7.0,25.663552780025654,Q3 (Hard),19,108,88.88888888888889,1.7450980392156863
UA,2487,2025-08-11,ORD,PHL,3.0,34.41426439574056,Q4 (Very Hard),35,55,67.46987951807229,1.2941176470588236
OO,5272,2025-08-08,ORD,MSN,-5.0,6.566770337259246,Q1 (Easy),25,14,98.0,5.689655172413793
UA,2290,2025-08-02,ORD,DFW,28.0,37.49824439081845,Q4 (Very Hard),74,52,98.4126984126984,0.16279069767441862
YX,3498,2025-08-10,ORD,CVG,0.0,29.811899273805096,Q3 (Hard),19,22,51.31578947368421,1.3235294117647058
OO,5253,2025-08-10,ORD,FCA,9.0,20.53111364414977,Q2 (Moderate),24,24,89.47368421052632,1.4411764705882353
G7,4599,2025-08-08,ORD,BHM,-6.0,9.995604082885881,Q1 (Easy),23,16,98.0,1.7241379310344827
UA,769,2025-08-12,ORD,BCN,45.0,43.8665854011421,Q4 (Very Hard),78,61,56.37860082304527,1.4333333333333333
UA,929,2025-08-10,ORD,LHR,15.0,37.57738061271147,Q4 (Very Hard),70,66,74.8502994011976,1.3448275862068966
UA,2329,2025-08-11,ORD,DTW,-2.0,21.9924323908601,Q3 (Hard),48,94,100.0,2.0930232558139537
OO,5225,2025-08-05,ORD,MKE,-2.0,8.797080498851912,Q1 (Easy),27,21,94.0,3.3793103448275863
G7,4389,2025-08-13,ORD,CID,114.0,5.957028285508452,Q1 (Easy),12,21,102.0,2.3448275862068964
OO,5229,2025-08-11,ORD,ILM,18.0,30.910386578922,Q3 (Hard),22,16,72.36842105263158,0.029411764705882353
UA,2005,2025-08-01,ORD,TYS,33.0,32.39031528020681,Q4 (Very Hard),76,54,98.0,1.2391304347826086
UA,1851,2025-08-01,ORD,ALB,5.0,20.464511634167064,Q2 (Moderate),70,62,100.0,2.302325581395349
UA,1693,2025-08-02,ORD,DCA,0.0,32.30434403389713,Q4 (Very Hard),45,36,91.33333333333333,1.0
OO,5138,2025-08-15,ORD,MGW,100.0,18.86618081286538,Q2 (Moderate),6,9,54.0,1.8275862068965518
UA,2189,2025-08-06,ORD,LGA,3.0,26.504079523685885,Q3 (Hard),33,62,95.78313253012048,1.392156862745098
OO,5984,2025-08-14,ORD,BIL,-9.0,6.068427488767812,Q1 (Easy),16,24,98.68421052631578,2.4411764705882355
OO,5108,2025-08-09,ORD,SLN,8.0,29.23309114084444,Q3 (Hard),11,33,64.0,1.206896551724138
OO,5382,2025-08-04,ORD,FWA,-5.0,10.324677882033946,Q1 (Easy),20,21,88.0,2.0689655172413794
OO,5795,2025-08-11,ORD,TUL,-1.0,16.627659446418004,Q2 (Moderate),41,27,94.73684210526315,1.6176470588235294
OO,5968,2025-08-03,ORD,ACK,-1.0,8.357567674176384,Q1 (Easy),18,2,97.36842105263158,2.176470588235294
UA,1832,2025-08-15,ORD,CMH,-7.0,39.03741922624512,Q4 (Very Hard),47,49,40.36144578313253,1.5333333333333334
OO,5999,2025-08-15,ORD,OKC,-2.0,12.435516378863554,Q1 (Easy),39,9,87.14285714285714,2.411764705882353
YX,3523,2025-08-11,ORD,RIC,-8.0,17.363793525663603,Q2 (Moderate),22,33,94.28571428571428,1.3823529411764706
UA,576,2025-08-03,ORD,LAX,0.0,33.6547125890556,Q4 (Very Hard),34,102,99.5,1.1612903225806452
UA,1495,2025-08-14,ORD,TVC,50.0,26.465530736411402,Q3 (Hard),35,68,94.0,1.2391304347826086
UA,972,2025-08-12,ORD,BRU,13.0,72.19918372808777,Q4 (Very Hard),292,181,71.69811320754717,1.0
UA,1577,2025-08-02,ORD,SFO,0.0,30.7628883248096,Q3 (Hard),62,88,99.57264957264957,1.8636363636363635
UA,2385,2025-08-10,ORD,MSO,2.0,30.375136603858326,Q3 (Hard),81,42,95.78313253012048,1.5686274509803921
UA,1082,2025-08-02,ORD,PIT,0.0,37.228869080530714,Q4 (Very Hard),86,108,97.33333333333334,1.891304347826087
YX,3718,2025-08-14,ORD,MSN,32.0,14.236383275656053,Q2 (Moderate),48,21,100.0,1.7179487179487178
UA,1677,2025-08-08,ORD,BOS,0.0,22.215458583149324,Q3 (Hard),20,33,93.97590361445783,1.4313725490196079
UA,2361,2025-08-05,ORD,LAX,46.0,13.134382461152546,Q1 (Easy),23,46,100.0,10.030303030303031
OO,5275,2025-08-09,ORD,DLH,6.0,20.65813945934247,Q2 (Moderate),32,27,61.8421052631579,5.764705882352941
UA,1580,2025-08-09,ORD,YVR,34.0,44.291043412630835,Q4 (Very Hard),111,63,95.78313253012048,1.0
YX,3654,2025-08-01,ORD,STL,0.0,12.789232788536985,Q1 (Easy),36,20,89.47368421052632,2.5
YX,3569,2025-08-14,ORD,DTW,-5.0,20.35928692489041,Q2 (Moderate),45,38,96.05263157894737,1.6176470588235294
UA,611,2025-08-15,ORD,SFO,-3.0,19.750052030770902,Q2 (Moderate),8,48,73.07692307692307,10.181818181818182
G7,4458,2025-08-02,ORD,LIT,-8.0,9.838408033023487,Q1 (Easy),23,37,98.0,2.0689655172413794
UA,1657,2025-08-12,ORD,LGA,-6.0,15.139630479116253,Q2 (Moderate),22,25,77.71084337349397,9.235294117647058
UA,2154,2025-08-04,ORD,ROC,9.0,40.710104335706156,Q4 (Very Hard),91,88,92.17877094972067,1.3392857142857142
UA,534,2025-08-01,ORD,EWR,10.0,36.08168522609995,Q4 (Very Hard),46,108,93.5,1.2258064516129032
UA,2378,2025-08-01,ORD,LAX,5.0,38.48475276581071,Q4 (Very Hard),112,47,100.0,1.2419354838709677
UA,1811,2025-08-02,ORD,MSP,5.0,57.850046173612924,Q4 (Very Hard),162,151,100.0,1.35
G7,4380,2025-08-04,ORD,SYR,0.0,10.579575235248946,Q1 (Easy),13,10,78.0,22.310344827586206
UA,617,2025-08-04,ORD,CLT,-9.0,25.87139029488118,Q3 (Hard),34,94,96.3855421686747,1.6666666666666667
OO,5251,2025-08-14,ORD,ASE,1.0,12.049651791124205,Q1 (Easy),11,23,77.14285714285715,2.0
G7,4563,2025-08-01,ORD,FSD,-3.0,11.757593185460568,Q1 (Easy),11,27,100.0,1.4848484848484849
UA,1793,2025-08-03,ORD,MSP,-3.0,26.65609605328896,Q3 (Hard),30,38,83.33333333333334,1.391304347826087
UA,307,2025-08-12,ORD,COS,-6.0,30.2887902128677,Q3 (Hard),45,68,77.77777777777779,1.627906976744186
UA,1538,2025-08-13,ORD,SAV,-6.0,24.729813177839443,Q3 (Hard),22,73,83.33333333333334,1.9767441860465116
UA,265,2025-08-02,ORD,YYZ,35.0,38.38781049011872,Q4 (Very Hard),53,88,96.03174603174604,0.9423076923076923
OO,5847,2025-08-01,ORD,DSM,4.0,20.650938182079997,Q2 (Moderate),59,25,101.3157894736842,1.3823529411764706
OO,5474,2025-08-09,ORD,MBS,7.0,14.113754417238153,Q2 (Moderate),34,42,92.0,2.9655172413793105
G7,4502,2025-08-14,ORD,LEX,-10.0,10.477667479403795,Q1 (Easy),31,12,88.0,1.9655172413793103
OO,5280,2025-08-04,ORD,DSM,-1.0,20.7616108154478,Q2 (Moderate),34,17,65.78947368421053,1.8823529411764706
G7,4390,2025-08-02,ORD,CHA,-5.0,9.397495767888547,Q1 (Easy),22,16,94.0,1.8620689655172413
OO,5289,2025-08-06,ORD,CRW,-4.0,10.873523417182584,Q1 (Easy),31,22,94.0,2.3793103448275863
OO,5499,2025-08-11,ORD,SBN,8.0,14.948436267203192,Q2 (Moderate),34,30,82.0,2.3448275862068964
OO,5021,2025-08-05,ORD,SUX,-7.0,13.10328965769551,Q1 (Easy),19,28,84.0,4.275862068965517
UA,1413,2025-08-03,ORD,LGA,2.0,24.401656841156065,Q3 (Hard),12,52,100.0,0.9803921568627451
UA,2040,2025-08-06,ORD,DEN,108.0,29.758679830049434,Q3 (Hard),55,53,91.62011173184358,1.375
UA,2067,2025-08-03,ORD,BOS,-8.0,9.754259257240555,Q1 (Easy),10,27,99.20634920634922,11.093023255813954
UA,1899,2025-08-06,ORD,YYC,80.0,22.588837780081946,Q3 (Hard),23,48,73.80952380952381,1.9615384615384615
UA,343,2025-08-10,ORD,SFO,5.0,21.161067345313086,Q2 (Moderate),14,104,99.33333333333333,2.891304347826087
UA,2177,2025-08-01,ORD,MSN,4.0,28.021562026589947,Q3 (Hard),85,30,91.26984126984127,1.4651162790697674
UA,1224,2025-08-08,ORD,LAX,-5.0,19.260276927097944,Q2 (Moderate),11,36,67.59776536312849,10.446428571428571
UA,224,2025-08-04,ORD,BZN,-6.0,23.517095328907747,Q3 (Hard),77,68,96.3855421686747,11.980392156862745
UA,468,2025-08-10,ORD,IAH,13.0,24.18382741533556,Q3 (Hard),18,114,97.20670391061452,6.839285714285714
UA,2148,2025-08-01,ORD,SAT,62.0,36.67221572254105,Q4 (Very Hard),84,46,94.0,0.9782608695652174
UA,533,2025-08-03,ORD,OMA,6.0,24.975145191409727,Q3 (Hard),73,74,94.66666666666667,2.185185185185185
UA,2059,2025-08-15,ORD,PDX,24.0,39.92156571110809,Q4 (Very Hard),102,72,96.64804469273743,1.1071428571428572
UA,3,2025-08-11,ORD,ZRH,18.0,31.145951647975505,Q3 (Hard),112,57,95.80838323353294,1.8620689655172413
UA,1239,2025-08-04,ORD,ROC,-4.0,24.538262259864002,Q3 (Hard),71,75,98.66666666666667,5.978260869565218
UA,1859,2025-08-08,ORD,SNA,-5.0,24.450889382729603,Q3 (Hard),34,50,100.0,1.3255813953488371
UA,1974,2025-08-04,ORD,PWM,-3.0,28.86622769992903,Q3 (Hard),47,93,94.44444444444444,1.5686274509803921
UA,466,2025-08-03,ORD,DCA,49.0,8.133730732859732,Q1 (Easy),11,22,95.23809523809523,3.186046511627907
UA,1641,2025-08-05,ORD,IND,0.0,36.05526289521747,Q4 (Very Hard),18,41,26.190476190476193,1.7209302325581395
YX,3694,2025-08-08,ORD,ROC,-10.0,8.586412233943314,Q1 (Easy),27,26,100.0,2.2058823529411766
YX,3716,2025-08-03,ORD,CMH,3.0,20.65397608346243,Q2 (Moderate),54,28,100.0,1.3823529411764706
UA,777,2025-08-01,ORD,LAS,37.0,30.39545917676964,Q3 (Hard),61,66,98.88268156424581,1.4107142857142858
UA,2862,2025-08-10,ORD,IAD,1.0,29.652710008539884,Q3 (Hard),55,82,96.08938547486034,1.5161290322580645
OO,5901,2025-08-04,ORD,FAR,-2.0,12.716568889184703,Q1 (Easy),26,20,82.89473684210526,5.705882352941177
OO,5901,2025-08-14,ORD,FAR,12.0,9.461971378580674,Q1 (Easy),34,20,100.0,2.5294117647058822
UA,534,2025-08-14,ORD,EWR,141.0,29.14646069676325,Q3 (Hard),27,108,100.0,1.2258064516129032
OO,5253,2025-08-01,ORD,FCA,4.0,16.3716614168639,Q2 (Moderate),20,24,90.78947368421053,1.5588235294117647
G7,4588,2025-08-06,ORD,MDT,7.0,7.4381530593389105,Q1 (Easy),20,21,96.0,3.793103448275862
UA,1710,2025-08-09,ORD,SMF,32.0,46.36981502638704,Q4 (Very Hard),118,118,96.3855421686747,1.5490196078431373
UA,1740,2025-08-12,ORD,RSW,-5.0,27.961612259850693,Q3 (Hard),16,44,44.134078212290504,4.546218487394958
G7,4507,2025-08-03,ORD,CHA,-6.0,7.222921565367489,Q1 (Easy),21,18,100.0,2.7241379310344827
UA,2106,2025-08-01,ORD,SFO,11.0,37.014200689147906,Q4 (Very Hard),84,56,93.5,1.2096774193548387
UA,1113,2025-08-12,ORD,ALB,-4.0,40.7492749475154,Q4 (Very Hard),42,67,63.25301204819277,1.2745098039215685
YX,3451,2025-08-03,ORD,PWM,33.0,8.532449333437404,Q1 (Easy),20,26,100.0,2.235294117647059
OO,5624,2025-08-07,ORD,LEX,47.0,17.924713524273965,Q2 (Moderate),56,25,88.1578947368421,17.205882352941178
UA,1741,2025-08-01,ORD,JAC,-3.0,24.691485526554597,Q3 (Hard),62,47,96.82539682539682,1.744186046511628
UA,2090,2025-08-05,ORD,MIA,-9.0,26.33564040091611,Q3 (Hard),13,41,71.6867469879518,1.3833333333333333
UA,2090,2025-08-07,ORD,MIA,-4.0,15.901247475724517,Q2 (Moderate),12,41,89.1566265060241,27.235294117647058
OO,5607,2025-08-02,ORD,TUS,0.0,13.002467293204672,Q1 (Easy),31,41,95.71428571428572,2.9705882352941178
UA,1258,2025-08-02,ORD,UVF,13.0,15.944130474601486,Q2 (Moderate),23,3,93.65079365079364,1.3461538461538463
YX,3641,2025-08-10,ORD,GRR,-5.0,11.94951997540185,Q1 (Easy),38,19,89.47368421052632,5.235294117647059
UA,580,2025-08-10,ORD,PDX,44.0,41.10107709211995,Q4 (Very Hard),71,137,100.0,1.3928571428571428
OO,4778,2025-08-15,ORD,FAR,3.0,8.759521813405904,Q1 (Easy),27,16,94.0,2.4827586206896552
G7,4451,2025-08-03,ORD,DTW,7.0,5.940313450915898,Q1 (Easy),33,1,98.0,26.482758620689655
G7,4426,2025-08-08,ORD,BUF,-6.0,12.07645323395083,Q1 (Easy),16,19,100.0,1.4827586206896552
G7,4507,2025-08-15,ORD,CHA,-4.0,13.818093881360735,Q2 (Moderate),25,18,76.0,2.7241379310344827
OO,5405,2025-08-02,ORD,SCE,5.0,8.29632658231573,Q1 (Easy),30,16,100.0,2.2413793103448274
OO,5726,2025-08-15,ORD,TYS,9.0,9.084909875455972,Q1 (Easy),19,18,88.0,2.8275862068965516
OO,5100,2025-08-11,ORD,DEC,19.0,22.60395787031862,Q3 (Hard),31,25,76.0,1.4482758620689655
UA,1655,2025-08-03,ORD,DCA,3.0,13.466694658039502,Q1 (Easy),16,64,97.33333333333334,30.108695652173914
